,x1,x2,y
267,6.74289,6.703754,0
268,8.371842,0.982867,1
269,9.31994,1.816882,1
270,6.464776,6.120325,1
271,0.379845,0.587629,0
272,8.468132,4.428894,1
273,6.623526,1.985184,1
274,1.043311,0.806642,0
275,0.340612,4.570446,0
276,6.009925,5.672351,1
277,6.307435,3.170417,1
278,1.027666,2.028821,0
279,1.716739,9.692235,0
280,8.872946,1.102478,1
281,4.779122,6.387767,0
282,1.621484,8.042509,0
283,4.329441,1.403528,1
284,0.048706,0.196648,0
285,8.34543,9.321159,0
286,5.191257,5.429981,0
287,6.712295,5.28653,1
288,6.277815,8.63393,0
289,2.524806,2.261582,0
290,2.194659,5.304674,0
291,2.976339,0.651774,0
292,0.935113,0.114055,0
293,8.792037,8.566904,1
294,5.71432,5.188055,1
295,2.857699,8.666851,0
296,6.051399,4.420196,1
297,7.218221,4.74239,1
298,3.952398,7.863388,0
299,4.03008,7.463715,0
300,8.08363,8.104338,0
301,8.552719,3.432159,1
302,9.719669,4.240401,1
303,2.29626,3.597234,0
304,3.181016,8.68677,0
305,9.037792,0.139397,0
306,0.075594,3.143938,0
307,3.410249,2.372418,1
308,2.753186,6.524962,0
309,2.673141,4.030911,0
310,5.792591,5.309679,1
311,5.97995,3.470464,1
312,4.564445,4.988825,0
313,6.842828,5.829743,1
314,5.312757,9.852379,0
315,4.215011,6.625155,0
316,8.677867,1.419269,1
317,4.119969,5.964505,0
318,7.962881,3.965429,1
319,1.511281,1.296686,0
320,6.716417,1.236117,1
321,4.814473,4.210271,1
322,6.865377,9.597329,0
323,2.013657,3.883245,0
324,2.421695,8.482637,0
325,3.729216,4.074041,0
326,0.15169,6.774742,0
327,0.153697,6.479596,0
328,8.148568,4.027385,1
329,3.498296,5.320298,0
330,1.704601,2.488175,0
331,6.049636,7.900492,0
332,2.74261,4.687367,0
333,9.667266,7.912296,1
334,2.461234,5.754844,0
335,8.09647,8.214557,0
336,4.689704,5.181969,0
337,7.361169,1.083499,1
338,2.537399,0.170516,0
339,5.142217,8.903452,0
340,2.456215,8.312802,0
341,4.745665,8.197505,0
342,3.987723,6.728482,0
343,3.606741,9.826587,0
344,1.553427,4.497825,0
345,1.039347,9.916549,0
346,5.772002,5.695561,1
347,3.647687,9.636401,0
348,2.117442,2.292662,0
349,8.829435,1.865517,1
350,4.227403,0.099101,0
351,7.999516,1.890274,1
352,2.712706,2.818553,0
353,4.694153,0.564928,0
354,3.987351,1.964248,1
355,3.558207,4.907649,0
356,6.039686,0.852606,1
357,9.476313,5.309537,1
358,6.043531,3.317186,1
359,7.512766,4.160569,1
360,1.496965,9.135766,0
361,3.89471,7.800465,0
362,6.712125,6.034762,1
363,9.51104,0.945027,1
364,5.220591,2.642985,1
365,2.943392,3.974677,0
366,7.083473,5.935345,1
367,0.627617,2.705844,0
368,8.768989,0.035856,0
369,7.664002,1.174587,1
370,3.438986,1.737455,1
371,0.177715,7.070949,0
372,3.924825,0.064886,0
373,5.121519,4.48636,1
374,7.018775,8.571859,0
375,7.699649,1.650457,1
376,6.447791,2.519805,1
377,8.324269,2.736618,1
378,3.902555,7.877628,0
379,3.153693,5.821534,0
380,5.359765,7.943034,0
381,0.122701,0.536407,0
382,6.661564,0.017668,0
383,2.90799,6.590486,0
384,5.154252,3.846756,1
385,4.347279,2.470069,1
386,6.059125,3.209166,1
387,2.911988,0.836441,0
388,3.702047,3.071129,1
389,5.564542,0.947467,1
390,3.766838,9.680683,0
391,5.396164,6.71778,0
392,1.988425,6.560729,0
393,5.317811,0.70238,1
394,5.393799,5.160636,1
395,7.047595,6.634458,1
396,8.460116,2.327819,1
397,1.756667,2.270234,0
398,9.249929,5.114875,1
399,6.432216,6.723568,0
400,7.259496,2.95548,1
401,2.663704,7.363169,0
402,4.315133,2.650905,1
403,9.144815,3.185603,1
404,3.06526,4.808162,0
405,5.700703,0.167623,0
406,2.191007,0.37371,0
407,8.317634,8.262411,1
408,4.991238,9.538958,0
409,9.212467,5.363398,1
410,3.626974,7.712671,0
411,4.602847,7.122194,0
412,5.130079,9.914969,0
413,3.81561,5.944388,0
414,8.597176,7.989321,1
415,2.102901,6.675784,0
416,3.561923,1.869622,1
417,0.26232,0.696467,0
418,8.878898,7.633015,1
419,1.021551,7.16104,0
420,0.884625,6.404349,0
421,9.850354,7.962372,1
422,8.223264,3.512718,1
423,0.42945,9.047578,0
424,1.239404,2.99196,0
425,1.05819,9.443738,0
426,3.644356,5.261595,0
427,2.27904,5.286578,0
428,6.26701,3.909546,1
429,8.57564,5.414678,1
430,2.969745,8.367621,0
431,1.417398,4.60782,0
432,1.133883,0.340835,0
433,5.341496,5.546671,0
434,4.085995,8.082572,0
435,9.973387,3.07476,1
436,5.630844,5.537751,1
437,3.042723,7.76161,0
438,5.514318,6.599799,0
439,3.583419,8.083224,0
440,7.821559,5.571694,1
441,5.821367,0.593104,0
442,8.176245,6.581994,1
443,9.06487,1.349477,1
444,8.349722,6.054685,1
445,8.546838,6.482575,1
446,7.41953,9.000327,0
447,7.977501,1.056677,1
448,6.010126,3.804151,1
449,8.227951,0.913855,1
450,3.971696,9.546427,0
451,0.704675,4.310858,0
452,3.968897,9.813799,0
453,8.696213,3.02973,1
454,8.365176,3.217218,1
455,8.749606,6.315133,1
456,1.403504,2.939254,0
457,8.590458,0.688638,1
458,9.922903,2.635335,1
459,5.684562,4.674654,1
460,5.998558,1.070799,1
461,5.355433,7.715053,0
462,3.182274,1.714455,1
463,1.713651,6.591498,0
464,4.052642,7.327056,0
465,7.471325,8.991503,0
466,2.54152,8.945382,0
467,5.104413,4.922689,1
468,0.268475,6.358714,0
469,4.181749,1.850143,1
470,4.46195,6.054339,0
471,7.682644,3.134995,1
472,4.989021,2.365893,1
473,6.23732,9.606277,0
474,5.81956,3.48862,1
475,0.906492,7.80868,0
476,5.504957,7.506941,0
477,3.609775,9.291354,0
478,0.251944,9.537436,0
479,2.105093,7.0854,0
480,6.854066,6.799395,1
481,1.1087,8.846531,0
482,4.868292,9.491948,0
483,8.62661,8.292026,1
484,3.170078,9.906732,0
485,9.496519,5.264708,1
486,6.465634,1.938986,1
487,5.387074,9.725189,0
488,2.106751,9.179636,0
489,9.927947,7.353046,1
490,9.486782,1.530058,1
491,3.990934,9.714484,0
492,5.106423,9.575611,0
493,0.898253,1.308008,0
494,8.737026,1.489054,1
495,9.315442,6.488338,1
496,8.712222,5.106819,1
497,6.474352,3.532857,1
498,2.421748,4.242271,0
499,3.507712,4.441559,0
500,6.290319,0.757163,1
501,4.908245,1.596441,1
502,0.583211,0.892628,0
503,3.603929,1.991566,1
504,3.430385,5.487288,0
505,4.657613,7.65837,0
506,1.357645,7.311489,0
507,8.439629,4.280951,1
508,6.175694,3.232728,1
509,6.281229,5.250792,1
510,7.109551,3.829862,1
511,7.816161,0.749625,1
512,2.405746,1.672257,1
513,7.289689,1.50476,1
514,7.60687,6.534396,1
515,9.890212,7.151104,1
516,6.227548,2.253818,1
517,9.404399,7.559,1
518,9.751124,5.170907,1
519,9.81547,2.551444,1
520,0.334891,8.377881,0
521,6.447192,5.119693,1
522,8.251487,0.892508,1
523,8.625738,1.291668,1
524,1.627171,6.111683,0
525,2.635207,7.458511,0
526,8.07417,9.488047,0
527,4.766296,2.004353,1
528,8.582583,6.708698,1
529,9.645334,5.508296,1
530,7.115804,6.520337,1
531,9.898422,9.012637,1
532,2.792616,5.892467,0
533,3.655011,3.725313,0
534,5.492579,5.485195,0
535,5.964026,0.257306,0
536,8.510931,0.00153,0
537,3.818732,4.01399,0
538,3.588386,9.237865,0
539,2.192888,1.316231,0
540,2.77235,4.711253,0
541,2.417617,0.796629,0
542,1.235678,8.154065,0
543,4.267375,6.067278,0
544,0.87607,8.021248,0
545,9.442768,4.856414,1
546,0.573686,5.435677,0
547,6.581759,9.605699,0
548,9.996131,3.862506,1
549,1.339945,0.367522,0
550,6.708443,7.76864,0
551,6.345701,4.87566,1
552,8.008537,6.822368,1
553,3.91775,4.718507,0
554,6.92252,3.159607,1
555,4.984762,0.414245,0
556,3.74044,2.068158,1
557,5.612821,2.631617,1
558,2.621639,9.076196,0
559,9.169711,8.807155,1
560,3.000179,3.281889,0
561,3.648817,7.162291,0
562,7.716374,6.362227,1
563,1.874439,0.278573,0
564,5.485124,8.92013,0
565,0.578554,2.037613,0
566,8.719503,9.716675,0
567,3.51773,4.57384,0
568,4.839485,5.55223,0
569,1.193317,4.389459,0
570,4.452381,4.409576,0
571,2.371446,2.685149,0
572,4.666924,2.010275,1
573,6.742463,9.276643,0
574,0.019122,1.588388,0
575,1.765813,2.31276,0
576,6.78285,6.658857,1
577,8.844251,6.704408,1
578,0.531644,2.537045,0
579,2.928023,3.767696,0
580,7.809529,1.362256,1
581,5.481529,7.872838,0
582,5.665284,9.362864,0
583,6.50943,1.996123,1
584,4.030227,6.831835,0
585,4.085011,7.365619,0
586,4.126366,7.741827,0
587,7.219845,7.23394,0
588,9.246504,3.008178,1
589,4.927256,5.516359,0
590,6.233433,5.958035,1
591,4.701907,4.082721,1
592,1.733644,1.449497,0
593,4.543839,7.958513,0
594,5.629648,2.681943,1
595,6.111881,6.058953,0
596,7.394845,4.470485,1
597,6.654116,7.247305,0
598,1.182071,1.034882,0
599,5.565748,8.958993,0
600,2.666854,0.470794,0
601,2.337989,0.876186,0
602,5.230614,2.899903,1
603,6.772711,7.502186,0
604,8.825544,8.579883,1
605,3.055718,1.25713,1
606,9.020082,4.103326,1
607,7.375261,4.868841,1
608,1.076379,3.765365,0
609,1.031035,2.650841,0
610,1.660701,4.677416,0
611,3.702395,1.830867,1
612,8.064557,4.540244,1
613,4.304853,0.190999,0
614,8.498255,8.138338,1
615,3.058093,2.790722,1
616,2.077099,6.656461,0
617,0.534714,3.254282,0
618,7.333268,4.194707,1
619,6.505416,8.933272,0
620,9.622748,1.640409,1
621,7.000963,7.955902,0
622,6.584244,0.889028,1
623,1.097052,2.332504,0
624,0.585877,5.218123,0
625,9.543455,9.331826,1
626,8.148672,2.332261,1
627,8.978977,2.441185,1
628,5.478671,4.768362,1
629,8.82848,5.544624,1
630,4.505305,3.165834,1
631,6.296532,1.418094,1
632,1.373987,3.279519,0
633,3.222955,3.160674,0
634,4.361496,3.076669,1
635,1.697123,2.806706,0
636,2.022697,4.345261,0
637,0.282887,0.715933,0
638,7.518962,8.756662,0
639,0.584903,2.560441,0
640,3.897913,2.179253,1
641,0.030704,7.478211,0
642,9.710207,2.417482,1
643,4.449498,5.839934,0
644,1.083413,0.508255,0
645,2.813076,2.203584,1
646,6.24756,8.459371,0
647,8.906796,5.985142,1
648,9.74357,9.978599,0
649,8.466694,9.097999,0
650,4.849421,6.36901,0
651,5.841566,7.615757,0
652,7.238077,4.148506,1
653,0.124311,4.730624,0
654,5.221178,4.328103,1
655,1.671909,4.255884,0
656,3.134527,8.344935,0
657,9.927262,1.048187,1
658,4.155188,2.596996,1
659,4.177959,1.488625,1
660,1.305621,1.702711,0
661,8.088517,4.332579,1
662,8.14184,8.966551,0
663,7.491963,9.191846,0
664,7.517702,8.821937,0
665,9.851112,2.014006,1
666,1.486015,0.672982,0
667,8.514459,2.670528,1
668,0.861899,7.632377,0
669,6.213449,2.857612,1
670,8.720459,1.51047,1
671,2.12741,6.91362,0
672,6.220529,6.42896,0
673,0.950207,5.301142,0
674,2.367247,1.616161,0
675,3.934,4.761321,0
676,2.013152,6.460592,0
677,2.053722,6.282454,0
678,0.727656,0.565284,0
679,7.76829,2.76017,1
680,9.886214,4.222684,1
681,0.780379,4.78394,0
682,9.757468,5.715515,1
683,8.505174,7.86131,1
684,3.621133,8.246807,0
685,1.95634,4.80834,0
686,3.981506,5.765246,0
687,3.630658,0.569812,0
688,2.780847,1.966331,1
689,4.935676,1.618472,1
690,9.940344,7.160342,1
691,6.509612,1.663568,1
692,4.382362,2.388459,1
693,7.945621,6.139803,1
694,7.654852,1.814297,1
695,9.039314,6.007473,1
696,2.976047,6.807517,0
697,9.338948,0.257672,0
698,7.85382,8.392712,0
699,6.777287,7.767084,0
700,5.42238,0.313961,0
701,5.119553,1.930223,1
702,7.619702,3.8953,1
703,3.020808,4.464904,0
704,0.001552,4.520447,0
705,4.926941,6.323952,0
706,8.871166,9.465383,0
707,4.439092,4.914287,0
708,3.300054,3.674818,0
709,4.723293,3.903655,1
710,7.895939,0.607934,1
711,4.762608,0.315795,0
712,0.382772,1.55469,0
713,8.902107,0.418591,0
714,0.805201,8.117536,0
715,7.455353,3.402367,1
716,8.509831,9.218865,0
717,0.143344,9.293715,0
718,7.47315,7.817715,0
719,2.949976,4.733555,0
720,9.176665,0.744961,1
721,8.204186,0.236574,0
722,3.408715,6.25462,0
723,2.374424,6.344771,0
724,6.776005,1.448611,1
725,7.414156,1.98844,1
726,8.203507,0.609233,1
727,5.194588,8.188787,0
728,9.483112,1.484426,1
729,3.029372,4.266697,0
730,1.134181,4.860404,0
731,8.765837,0.288139,0
732,8.424859,1.925792,1
733,0.801119,5.557565,0
734,6.261628,7.738787,0
735,8.465585,5.85294,1
736,4.784532,0.896283,1
737,5.347375,4.854842,1
738,9.910985,3.683493,1
739,0.82866,8.7369,0
740,2.951362,9.490355,0
741,8.840068,0.183458,0
742,0.639101,9.443089,0
743,0.816931,6.649118,0
744,0.864182,3.220328,0
745,4.231474,4.7775,0
746,3.643794,0.359072,0
747,3.792436,9.130064,0
748,2.090226,8.276714,0
749,5.123778,8.971159,0
750,2.53456,8.04257,0
751,9.917338,7.8417,1
752,4.448096,0.027986,0
753,7.315027,6.683157,1
754,0.865806,9.843379,0
755,2.303992,4.521047,0
756,7.128212,6.98308,1
757,3.646366,6.875886,0
758,7.282636,5.965227,1
759,0.596359,7.538852,0
760,9.170904,1.953264,1
761,4.138018,2.959118,1
762,5.329759,8.655411,0
763,2.058638,3.853217,0
764,7.862732,0.562142,1
765,5.595723,5.690259,0
766,0.466073,2.283258,0
767,3.898822,5.187543,0
768,8.737052,8.058097,1
769,4.193706,1.001763,1
770,4.039403,0.921981,1
771,5.938021,2.68532,1
772,0.491325,8.516369,0
773,7.298846,0.159112,0
774,2.72973,4.913767,0
775,1.44097,0.705438,0
776,8.156848,4.101746,1
777,0.193982,1.698559,0
778,4.235387,5.175707,0
779,7.073463,5.954585,1
780,3.832081,0.564012,0
781,1.011822,1.240597,0
782,7.168335,4.729548,1
783,2.400773,3.145652,0
784,1.429145,9.06984,0
785,7.515044,9.861733,0
786,8.26417,8.221605,1
787,4.755097,8.85315,0
788,9.069405,4.85959,1
789,0.128417,4.017417,0
790,4.807312,8.666588,0
791,8.105848,6.816014,1
792,9.408849,8.768279,1
793,8.048675,8.271804,0
794,5.021379,0.846483,1
795,9.74207,4.775383,1
796,5.852617,6.309328,0
797,7.418731,4.778785,1
798,4.690103,7.878556,0
799,6.007743,4.018354,1
800,6.383054,6.488908,0
801,0.022494,8.652828,0
802,7.469477,9.948755,0
803,6.251734,4.055634,1
804,2.735904,6.584633,0
805,2.642761,2.232346,1
806,3.290339,4.770891,0
807,3.627285,1.894538,1
808,0.300693,4.824251,0
809,6.911064,5.321607,1
810,5.776651,8.282795,0
811,5.23987,6.031518,0
812,7.316917,7.434795,0
813,5.326034,5.873139,0
814,8.145214,9.7195,0
815,0.165393,4.309552,0
816,3.049606,1.943525,1
817,1.572397,1.837258,0
818,7.463402,1.877714,1
819,5.186653,7.864698,0
820,5.166773,6.461867,0
821,1.573747,3.828097,0
822,9.708953,6.837938,1
823,3.353109,8.089747,0
824,1.613314,9.050742,0
825,5.059598,0.291736,0
826,5.130522,7.42427,0
827,0.492779,0.14549,0
828,7.536026,0.718486,1
829,9.228858,5.430892,1
830,4.273045,3.828995,1
831,0.992226,8.71047,0
832,6.88715,3.247131,1
833,2.063841,4.184356,0
834,2.996535,2.272577,1
835,6.141939,8.807726,0
836,0.522423,2.927619,0
837,6.37818,0.870646,1
838,3.805022,0.372747,0
839,8.869771,9.518022,0
840,4.552143,2.615294,1
841,5.226609,8.55144,0
842,6.774777,9.44961,0
843,4.978648,2.685138,1
844,9.906612,1.983908,1
845,4.126612,4.243876,0
846,9.005926,0.421455,0
847,9.452115,7.4205,1
848,1.7703,0.826353,0
849,9.757066,5.290836,1
850,3.978951,8.678266,0
851,4.606385,3.227648,1
852,5.418401,5.676467,0
853,0.298978,2.576292,0
854,6.926051,4.018229,1
855,6.658991,9.229867,0
856,1.210533,9.001308,0
857,2.168266,2.886023,0
858,0.208368,1.151035,0
859,9.218924,1.801177,1
860,9.557165,8.442996,1
861,4.272261,0.512146,0
862,1.036891,1.509497,0
863,5.951737,2.557949,1
864,6.283489,1.763583,1
865,4.090949,3.61073,1
866,8.938055,0.922061,1
867,6.079799,3.052252,1
868,1.139112,4.604269,0
869,8.311877,2.879338,1
870,6.157673,7.433,0
871,9.288275,4.840984,1
872,5.136446,1.861858,1
873,0.651185,8.802507,0
874,8.981277,3.848118,1
875,1.766294,8.005515,0
876,4.973521,4.918867,0
877,4.278256,1.328788,1
878,1.030642,1.429889,0
879,7.305439,9.153835,0
880,0.511629,4.418619,0
881,3.431851,8.387505,0
882,4.04863,0.097647,0
883,4.472662,1.534381,1
884,0.78859,6.285942,0
885,2.872263,8.509746,0
886,6.552688,4.584038,1
887,3.239926,8.352378,0
888,6.32415,0.663305,1
889,8.881866,5.03982,1
890,6.810346,7.501077,0
891,4.436357,6.278684,0
892,8.368377,8.865333,0
893,6.652377,6.784029,0
894,2.815316,3.633783,0
895,3.540832,7.198309,0
896,4.29812,9.409462,0
897,4.614568,8.12281,0
898,7.871446,9.882465,0
899,6.323772,0.730194,1
900,6.622112,9.592889,0
901,9.072137,8.496438,1
902,6.523831,6.481157,0
903,5.58791,9.242819,0
904,0.476423,4.58544,0
905,2.006095,1.23953,0
906,5.768515,1.350979,1
907,8.598189,7.318612,1
908,3.274676,6.705731,0
909,8.453035,5.814286,1
910,9.943692,9.915023,1
911,4.230564,5.582698,0
912,4.922086,7.752597,0
913,2.176303,7.257941,0
914,0.437596,6.886968,0
915,3.107269,1.640676,1
916,6.621292,7.988876,0
917,2.036659,2.696833,0
918,3.166433,3.080033,0
919,6.828402,7.018355,0
920,2.460443,5.315997,0
921,0.485981,5.717815,0
922,3.52716,6.485452,0
923,0.522837,3.711388,0
924,4.905701,4.31694,1
925,4.335107,0.046335,0
926,5.760783,0.449466,0
927,8.330894,9.723598,0
928,3.885839,0.482757,0
929,0.740517,0.978618,0
930,3.090168,7.944396,0
931,1.023176,7.949097,0
932,9.521061,8.540894,1
933,6.551097,5.48373,1
934,9.270999,4.170461,1
935,2.018257,0.76598,0
936,8.390079,3.76993,1
937,2.136285,5.953549,0
938,7.910092,5.267679,1
939,9.873389,3.672727,1
940,0.272415,3.39518,0
941,6.385366,2.121254,1
942,1.792806,5.308079,0
943,0.809337,1.206955,0
944,9.972962,2.285138,1
945,2.639852,0.979629,0
946,6.630543,7.282736,0
947,9.178865,8.230198,1
948,1.281161,1.24639,0
949,1.276026,6.601218,0
950,8.437407,5.629871,1
951,0.181019,8.398487,0
952,7.673987,2.400768,1
953,9.155584,9.548857,0
954,9.830189,7.037349,1
955,6.694207,0.500232,0
956,5.060292,6.659374,0
957,4.280969,6.817549,0
958,3.799736,4.735129,0
959,2.186184,7.100305,0
960,0.125273,5.667565,0
961,2.002263,8.058607,0
962,7.032246,6.238895,1
963,1.065138,2.232301,0
964,4.266013,6.912051,0
965,8.438473,7.632785,1
966,3.097477,2.072554,1
967,6.373875,5.659877,1
968,4.847596,0.723619,1
969,9.641163,2.040345,1
970,6.543675,5.062516,1
971,8.346064,2.824765,1
972,0.305612,8.848433,0
973,6.540249,6.097273,1
974,4.87811,7.472624,0
975,5.71973,6.323922,0
976,9.824654,6.916257,1
977,5.725549,4.691508,1
978,8.687328,0.987522,1
979,6.405577,0.014433,0
980,3.734377,5.703182,0
981,4.115351,1.340119,1
982,4.546717,3.932088,1
983,1.534367,1.477919,0
984,4.756106,4.502559,1
985,7.917638,7.076677,1
986,6.136668,2.138516,1
987,9.126667,1.655268,1
988,9.161102,5.76838,1
989,1.725882,4.640207,0
990,0.760941,8.675972,0
991,9.989159,0.948431,1
992,7.092711,7.520529,0
993,0.779699,1.691431,0
994,4.236291,3.638479,1
995,2.488386,4.786059,0
996,7.506714,9.25726,0
997,2.299982,7.660069,0
998,0.038841,9.808763,0
